        CG/HBCS        CG/ScaleStar
1        39.37        5.35
2        42.76        -3.53
3        37.59        8.91
4        33.33        18.76
5        -1.08        24.74
6        -0.36        28.55
7        1.21        31.48
8        2.97        33.97
9        3.53        35.54
10        4.27        36.91
11        5.05        38.05
12        6.05        39.32
13        6.60        39.89
14        6.96        40.87
15        7.18        41.36
16        6.50        41.82
17        7.09        42.51
18        7.50        42.84
19        7.43        43.16
20        0.00        43.35
