        CG/HBCS        CG/ScaleStar
1        42.72        0.78
2        42.99        -0.32
3        34.08        12.08
4        26.02        21.28
5        -0.54        27.19
6        0.16        30.78
7        1.39        33.13
8        2.80        35.41
9        4.76        37.56
10        4.52        38.74
11        6.09        39.90
12        6.01        40.80
13        7.00        41.57
14        6.37        41.91
15        7.45        42.94
16        7.13        43.17
17        8.09        43.95
18        8.38        44.28
19        7.99        44.58
20        0.00        44.66
