        CG/HBCS        CG/ScaleStar
1        44.37        8.71
2        48.87        0.71
3        37.71        10.14
4        26.49        18.89
5        0.91        24.57
6        -0.65        29.07
7        1.83        32.34
8        3.07        34.50
9        3.37        35.94
10        3.82        36.83
11        4.93        38.03
12        5.43        39.15
13        6.10        40.17
14        7.42        41.38
15        7.74        41.80
16        8.03        42.44
17        7.50        42.80
18        7.95        43.14
19        7.99        43.46
20        0.00        43.61
