        CG/HBCS        CG/ScaleStar
1        36.65        1.92
2        43.46        10.63
3        37.56        0.98
4        31.70        1.98
5        20.17        7.01
6        3.91        13.99
7        0.90        19.46
8        2.39        21.91
9        3.84        24.63
10        4.04        26.46
11        6.80        29.55
12        6.31        30.10
13        7.92        32.55
14        8.83        33.31
15        9.00        34.22
16        10.02        35.02
17        10.08        36.00
18        9.52        36.42
19        10.75        37.34
20        0.00        37.33
