        CG/HBCS        CG/ScaleStar
1        37.75        -1.25
2        45.48        -4.52
3        33.17        11.62
4        19.19        21.06
5        0.11        27.08
6        0.30        30.22
7        2.23        33.33
8        2.77        35.42
9        4.52        37.43
10        5.28        38.38
11        5.85        39.48
12        6.85        40.25
13        6.52        40.97
14        6.79        41.50
15        7.84        42.64
16        7.94        43.09
17        7.57        43.46
18        7.78        43.79
19        7.95        44.10
20        0.00        44.29
