        CG/HBCS        CG/ScaleStar
1        38.92        1.63
2        42.07        1.70
3        34.96        11.92
4        21.42        20.59
5        -0.01        26.23
6        1.17        29.84
7        2.51        32.84
8        3.27        35.06
9        4.63        36.58
10        5.62        38.07
11        5.73        38.83
12        5.71        39.73
13        6.32        40.45
14        6.92        41.00
15        8.12        42.01
16        8.09        42.51
17        8.48        42.89
18        8.18        43.23
19        8.34        43.55
20        8.28        43.81
