        CG/HBCS        CG/ScaleStar
1        41.08        3.79
2        46.16        0.13
3        33.94        10.99
4        15.24        19.96
5        -0.07        25.09
6        0.15        28.54
7        1.98        31.60
8        3.01        33.87
9        4.38        35.83
10        4.81        36.93
11        5.86        38.14
12        5.60        38.68
13        6.49        39.65
14        5.83        40.19
15        7.18        41.23
16        7.22        41.65
17        7.58        42.03
18        7.67        42.39
19        7.20        42.70
20        0.00        42.89
