        CG/HBCS        CG/ScaleStar
1        28.91        12.42
2        34.58        3.54
3        25.96        0.86
4        32.54        7.76
5        22.75        4.60
6        18.94        0.18
7        8.49        -0.32
8        4.50        4.50
9        -2.31        2.90
10        1.72        6.71
11        3.57        10.17
12        6.41        15.16
13        5.76        16.93
14        8.51        17.06
15        8.07        18.85
16        10.67        23.37
17        11.36        23.07
18        12.92        25.30
19        10.94        26.02
20        0.00        25.96
