        CG/HBCS        CG/ScaleStar
1        23.06        12.71
2        19.67        0.60
3        24.75        1.55
4        23.61        5.42
5        25.74        13.77
6        7.41        2.86
7        12.41        2.70
8        8.18        8.85
9        1.56        9.71
10        7.78        13.43
11        5.93        15.86
12        8.09        19.96
13        10.25        21.85
14        8.06        23.40
15        9.37        24.49
16        11.96        27.81
17        13.37        28.96
18        16.39        31.44
19        15.48        30.70
20        0.00        31.39
