        CG/HBCS        CG/ScaleStar
1        19.38        4.20
2        32.27        1.28
3        26.57        1.62
4        22.85        -1.63
5        25.92        11.01
6        18.94        -1.71
7        7.88        2.90
8        4.84        6.69
9        4.35        8.64
10        2.52        8.66
11        3.12        10.98
12        6.31        17.15
13        6.41        19.11
14        6.58        19.25
15        8.21        20.66
16        13.99        26.69
17        8.93        25.15
18        11.00        28.68
19        11.00        28.68
20        0.00        28.63
