        CG/HBCS        CG/ScaleStar
1        26.64        11.55
2        35.24        1.85
3        20.75        8.38
4        19.32        1.53
5        14.24        8.44
6        31.75        -3.33
7        3.69        -9.08
8        13.09        -0.71
9        7.30        6.88
10        0.63        7.18
11        -0.79        6.98
12        2.47        12.81
13        4.62        14.73
14        10.39        19.89
15        4.48        17.62
16        8.40        21.00
17        12.26        24.32
18        13.55        25.44
19        14.30        26.09
20        0.00        26.02
