        CG/HBCS        CG/ScaleStar
1        9.17        -9.59
2        24.04        0.08
3        22.25        0.43
4        18.56        -2.59
5        18.23        4.81
6        8.22        -0.99
7        0.50        0.50
8        4.93        3.46
9        6.27        8.03
10        1.23        8.98
11        3.67        11.95
12        5.55        16.35
13        9.10        19.49
14        10.65        21.07
15        8.79        21.43
16        11.31        23.60
17        14.11        26.01
18        16.64        28.20
19        17.46        29.02
20        0.00        28.98
