        CG/HBCS        CG/ScaleStar
1        13.71        1.98
2        34.24        0.11
3        23.44        1.86
4        27.24        10.98
5        34.93        7.89
6        25.97        0.11
7        22.73        6.16
8        8.61        3.90
9        5.72        8.92
10        2.69        4.22
11        6.31        8.41
12        4.07        9.70
13        6.82        12.28
14        10.75        17.77
15        10.54        17.58
16        11.46        19.59
17        11.61        21.86
18        12.90        23.00
19        13.73        23.73
20        0.00        23.67
