        CG/HBCS        CG/ScaleStar
1        14.77        9.47
2        27.30        7.17
3        25.51        1.32
4        19.34        4.24
5        21.06        8.55
6        20.04        -1.10
7        23.75        -2.36
8        25.45        5.67
9        5.61        7.70
10        0.78        8.23
11        2.34        12.57
12        4.84        15.85
13        5.42        17.75
14        6.90        21.70
15        2.01        21.95
16        7.49        26.32
17        7.49        26.32
18        8.18        26.87
19        10.53        28.74
20        10.53        28.74
