        CG/HBCS        CG/ScaleStar
1        27.04        11.09
2        25.58        3.70
3        28.75        6.05
4        28.88        1.49
5        19.29        0.56
6        13.60        2.80
7        -0.30        6.55
8        2.79        10.65
9        6.26        16.09
10        4.96        16.60
11        7.64        19.88
12        9.85        23.22
13        9.77        24.47
14        11.16        26.07
15        13.87        28.32
16        12.13        28.54
17        13.35        30.36
18        13.99        32.27
19        14.15        32.49
20        0.00        33.24
