        CG/HBCS        CG/ScaleStar
1        19.37        4.63
2        25.37        -2.38
3        21.31        1.38
4        23.48        0.95
5        13.37        1.09
6        8.80        1.15
7        2.17        7.14
8        1.09        11.49
9        4.61        17.05
10        2.71        18.32
11        4.98        20.72
12        7.29        24.21
13        8.53        25.96
14        9.68        27.53
15        12.08        29.46
16        12.08        31.02
17        12.73        31.54
18        14.46        32.90
19        14.14        33.74
20        0.00        33.96
