        CG/HBCS        CG/ScaleStar
1        31.33        18.24
2        29.53        4.57
3        39.51        12.61
4        24.98        -1.18
5        24.31        -0.72
6        18.18        4.43
7        0.85        5.28
8        -1.11        9.39
9        2.16        14.90
10        3.09        17.07
11        5.37        19.61
12        9.21        24.30
13        8.27        24.06
14        9.54        26.12
15        11.22        27.61
16        13.22        29.41
17        12.87        30.00
18        13.16        31.52
19        13.96        32.59
20        0.00        32.57
