        CG/HBCS        CG/ScaleStar
1        31.68        19.01
2        31.23        7.23
3        41.24        18.12
4        29.93        1.50
5        26.25        4.16
6        23.94        13.60
7        0.70        15.45
8        1.38        19.19
9        2.21        23.06
10        1.06        24.83
11        4.61        27.53
12        5.37        29.21
13        6.85        31.97
14        7.14        32.80
15        7.37        34.05
16        9.75        35.75
17        9.64        36.75
18        11.81        38.27
19        11.40        38.09
20        0.00        38.66
