        CG/HBCS        CG/ScaleStar
1        26.78        10.34
2        26.89        2.46
3        22.89        5.22
4        28.02        4.18
5        24.11        0.41
6        22.46        4.11
7        1.44        8.17
8        2.26        11.73
9        3.85        15.89
10        7.83        19.37
11        6.38        20.21
12        9.73        23.78
13        12.29        26.40
14        11.27        26.48
15        14.36        31.25
16        12.61        30.63
17        13.42        32.28
18        14.89        33.45
19        14.68        34.31
20        0.00        34.28
