        CG/HBCS        CG/ScaleStar
1        25.53        9.07
2        26.74        1.28
3        22.42        9.42
4        16.93        0.90
5        10.79        -1.92
6        12.93        7.74
7        1.06        10.14
8        2.47        13.79
9        7.61        20.31
10        6.52        20.88
11        5.05        23.19
12        10.00        27.86
13        8.19        27.00
14        10.75        29.04
15        15.03        32.44
16        16.98        34.00
17        16.03        33.28
18        16.80        34.34
19        16.92        35.52
20        0.00        35.50
