        CG/HBCS        CG/ScaleStar
1        23.01        10.46
2        21.57        2.33
3        22.67        6.34
4        27.88        0.24
5        25.77        0.17
6        14.27        1.02
7        0.69        5.65
8        0.59        9.56
9        3.50        14.73
10        4.92        16.41
11        8.63        20.42
12        9.97        22.46
13        10.83        24.26
14        11.04        25.82
15        12.89        27.36
16        14.87        29.32
17        13.43        29.99
18        14.13        31.34
19        13.96        32.27
20        0.00        32.25
