12	6	9.68
12	7	7.04
12	8	9.25
12	9	9.11
12	10	4.79
12	11	8.87
12	12	6.92
12	13	8.40
12	14	8.24
12	15	4.66
12	16	7.70
12	17	6.42
12	18	7.28
12	19	7.09

13	0	2.65
13	1	6.35
13	2	8.03
13	3	4.92
13	4	11.20
13	5	9.99
13	6	5.36
13	7	10.78
13	8	9.71
13	9	6.08
13	10	9.81
13	11	8.89
13	12	6.01
13	13	8.95
13	14	7.92
13	15	7.44
13	16	8.14
13	17	7.33
13	18	7.61
13	19	7.48

14	0	2.26
14	1	9.68
14	2	9.60
14	3	12.25
14	4	8.40
14	5	11.02
14	6	11.72
14	7	10.24
14	8	6.56
14	9	10.64
14	10	10.15
14	11	6.57
14	12	9.59
14	13	9.26
14	14	7.48
14	15	8.71
14	16	8.42
14	17	7.62
14	18	6.36
14	19	7.75

15	0	2.89
15	1	9.87
15	2	4.45
15	3	13.15
15	4	12.23
15	5	11.41
15	6	7.66
15	7	11.48
15	8	11.23
15	9	10.65
15	10	7.28
15	11	10.18
15	12	9.97
15	13	9.21
15	14	7.32
15	15	9.01
15	16	8.62
15	17	8.13
15	18	6.28
15	19	7.90

16	0	1.33
16	1	7.81
16	2	12.30
16	3	9.43
16	4	11.78
16	5	12.92
16	6	12.91
16	7	11.41
16	8	8.80
16	9	11.45
16	10	10.69
16	11	10.60
16	12	10.08
16	13	7.90
16	14	9.52
16	15	9.21
16	16	8.87
16	17	8.49
16	18	7.15
16	19	8.09

17	0	1.64
17	1	9.93
17	2	13.77
17	3	14.80
17	4	12.54
17	5	11.26
17	6	8.62
17	7	12.26
17	8	12.25
17	9	11.71
17	10	11.09
17	11	10.39
17	12	8.72
17	13	9.62
17	14	9.74
17	15	9.31
17	16	9.09
17	17	8.71
17	18	8.02
17	19	7.11

18	0	3.24
18	1	12.70
18	2	14.72
18	3	15.21
18	4	13.83
18	5	14.27
18	6	13.50
18	7	12.73
18	8	12.29
18	9	10.87
18	10	9.68
18	11	9.64
18	12	10.49
18	13	10.26
18	14	9.90
18	15	9.49
18	16	9.26
18	17	8.88
18	18	8.38
18	19	8.05

19	0	4.67
19	1	12.39
19	2	13.11
19	3	12.84
19	4	11.03
19	5	10.30
19	6	10.18
19	7	13.24
19	8	12.84
19	9	12.00
19	10	11.76
19	11	11.26
19	12	10.77
19	13	10.48
19	14	9.99
19	15	9.71
19	16	9.39
19	17	9.02
19	18	8.76
19	19	8.41

20	0	0.13
20	1	0.00
20	2	0.95
20	3	3.10
20	4	0.30
20	5	2.11
20	6	0.55
20	7	0.82
20	8	1.31
20	9	0.74
20	10	0.24
20	11	0.45
20	12	0.87
20	13	1.27
20	14	1.82
20	15	0.98
20	16	0.00
20	17	0.36
20	18	0.53
20	19	1.37

