1	0	2.39
1	1	7.72
1	2	0.92
1	3	0.54
1	4	0.60
1	5	-1.38
1	6	-5.07
1	7	-1.72
1	8	-0.09
1	9	0.04
1	10	0.05
1	11	0.07
1	12	0.08
1	13	0.10
1	14	0.11
1	15	0.14
1	16	0.13
1	17	0.13
1	18	0.17
1	19	0.15

2	0	6.62
2	1	1.71
2	2	0.01
2	3	0.13
2	4	0.14
2	5	0.16
2	6	0.19
2	7	0.21
2	8	0.23
2	9	0.27
2	10	0.28
2	11	-0.52
2	12	-0.55
2	13	-0.06
2	14	0.02
2	15	0.03
2	16	0.05
2	17	0.05
2	18	0.04
2	19	-0.06

3	0	1.10
3	1	2.96
3	2	0.37
3	3	0.33
3	4	0.35
3	5	0.37
3	6	-0.14
3	7	-0.53
3	8	0.00
3	9	0.04
3	10	0.07
3	11	0.08
3	12	-0.45
3	13	-1.27
3	14	1.46
3	15	3.36
3	16	5.20
3	17	7.02
3	18	8.63
3	19	9.92

4	0	0.06
4	1	6.22
4	2	0.69
4	3	0.76
4	4	0.49
4	5	0.02
4	6	0.08
4	7	0.08
4	8	-0.18
4	9	-1.08
4	10	2.41
4	11	4.88
4	12	7.33
4	13	9.32
4	14	11.50
4	15	13.60
4	16	15.10
4	17	16.51
4	18	17.67
4	19	19.07

5	0	2.15
5	1	9.76
5	2	1.01
5	3	0.03
5	4	0.12
5	5	0.11
5	6	-0.61
5	7	1.46
5	8	4.57
5	9	7.53
5	10	9.97
5	11	13.01
5	12	14.94
5	13	16.69
5	14	18.08
5	15	20.02
5	16	21.30
5	17	22.41
5	18	23.44
5	19	24.73

6	0	3.62
6	1	6.08
6	2	0.03
6	3	0.16
6	4	0.12
6	5	0.26
6	6	4.27
6	7	7.86
6	8	10.80
6	9	13.98
6	10	16.14
6	11	17.95
6	12	20.19
6	13	21.67
6	14	22.90
6	15	24.37
6	16	25.54
6	17	26.48
6	18	27.44
6	19	28.43

7	0	5.59
7	1	0.52
7	2	0.15
7	3	-0.02
7	4	1.46
7	5	5.82
7	6	9.56
7	7	13.42
7	8	15.98
7	9	18.07
7	10	20.53
7	11	22.19
7	12	23.69
7	13	25.30
7	14	26.40
7	15	27.52
7	16	28.63
7	17	29.45
7	18	30.35
7	19	31.13

8	0	6.87
8	1	2.56
8	2	0.38
8	3	1.11
8	4	6.08
8	5	10.23
8	6	14.37
8	7	17.10
8	8	19.88
8	9	21.86
8	10	23.54
8	11	25.36
8	12	26.65
8	13	28.03
8	14	29.07
8	15	29.99
8	16	30.98
8	17	31.73
8	18	32.54
8	19	33.18

9	0	0.14
9	1	5.42
9	2	0.44
9	3	5.17
9	4	10.02
9	5	14.58
9	6	17.56
9	7	20.55
9	8	22.63
9	9	24.73
9	10	26.25
9	11	27.72
9	12	29.02
9	13	30.07
9	14	31.14
9	15	31.94
9	16	32.84
9	17	33.50
9	18	34.24
9	19	34.81

10	0	0.22
10	1	5.81
10	2	3.00
10	3	8.81
10	4	13.99
10	5	17.41
10	6	20.67
10	7	22.92
10	8	25.18
10	9	26.78
10	10	28.42
10	11	29.63
10	12	30.90
10	13	31.83
10	14	32.80
10	15	33.54
10	16	34.35
10	17	34.97
10	18	35.63
10	19	36.14

11	0	2.33
11	1	6.04
11	2	6.36
11	3	12.54
11	4	16.65
11	5	20.31
11	6	22.82
11	7	25.27
11	8	27.00
11	9	28.75
11	10	30.04
11	11	31.32
11	12	32.40
11	13	33.29
11	14	34.17
11	15	34.87
11	16	35.60
11	17	36.16
11	18	36.75
11	19	37.22

12	0	3.36
12	1	3.46
12	2	9.40
12	3	15.09
12	4	19.10
12	5	22.32
12	6	25.00
12	7	26.92
12	8	28.82
12	9	30.28
12	10	31.54
12	11	32.72
12	12	33.64
12	13	34.54
12	14	35.30
12	15	35.98
12	16	36.64
12	17	37.15
12	18	37.69
12	19	38.15

13	0	3.80
13	1	7.49
13	2	12.55
13	3	17.26
13	4	21.28
13	5	24.26
13	6	26.56
13	7	28.63
13	8	30.20
13	9	31.60
13	10	32.83
13	11	33.81
13	12	34.77
13	13	35.61
13	14	36.27
13	15	36.92
13	16	37.52
13	17	38.00
13	18	38.50
13	19	38.96

14	0	3.17
14	1	11.06
14	2	14.70
14	3	19.52
14	4	22.94
14	5	25.90
14	6	28.17
14	7	29.88
14	8	31.47
14	9	32.80
14	10	33.86
14	11	34.84
14	12	35.75
14	13	36.49
14	14	37.12
14	15	37.73
14	16	38.29
14	17	38.72
14	18	39.19
14	19	39.62

15	0	0.28
15	1	13.76
15	2	16.64
15	3	21.30
15	4	24.72
15	5	27.19
15	6	29.35
15	7	31.14
15	8	32.59
15	9	33.74
15	10	34.81
15	11	35.75
15	12	36.59
15	13	37.25
15	14	37.87
15	15	38.44
15	16	38.96
15	17	39.37
15	18	39.80
15	19	40.20

16	0	2.24
16	1	12.87
16	2	18.32
16	3	22.75
16	4	26.03
16	5	28.59
16	6	30.55
16	7	32.12
16	8	33.48
16	9	34.66
16	10	35.67
16	11	36.54
16	12	37.28
16	13	37.94
16	14	38.51
16	15	39.06
16	16	39.54
16	17	39.95
16	18	40.35
16	19	40.71

17	0	4.88
17	1	15.67
17	2	20.26
17	3	24.24
17	4	27.19
17	5	29.62
17	6	31.52
17	7	33.08
17	8	34.38
17	9	35.49
17	10	36.39
17	11	37.20
17	12	37.94
17	13	38.54
17	14	39.10
17	15	39.61
17	16	40.07
17	17	40.46
17	18	40.83
17	19	41.16

18	0	7.50
18	1	18.06
18	2	21.63
18	3	25.55
18	4	28.44
18	5	30.72
18	6	32.47
18	7	33.90
18	8	35.13
18	9	36.15
18	10	37.03
18	11	37.81
18	12	38.51
18	13	39.10
18	14	39.62
18	15	40.11
18	16	40.53
18	17	40.91
18	18	41.27
18	19	41.57

19	0	9.38
19	1	19.17
19	2	22.96
19	3	26.68
19	4	29.42
19	5	31.58
19	6	33.27
19	7	34.66
19	8	35.83
19	9	36.82
19	10	37.65
19	11	38.39
19	12	39.05
19	13	39.61
19	14	40.11
19	15	40.57
19	16	40.97
19	17	41.32
19	18	41.66
19	19	41.95

20	0	12.23
20	1	19.46
20	2	24.33
20	3	27.79
20	4	30.39
20	5	32.42
20	6	34.03
20	7	35.35
20	8	36.46
20	9	37.40
20	10	38.19
20	11	38.89
20	12	39.51
20	13	40.04
20	14	40.51
20	15	40.94
20	16	41.32
20	17	41.67
20	18	41.98
20	19	42.27

