        CG/HBCS        CG/ScaleStar
1        44.05        12.13
2        44.35        1.30
3        41.23        5.66
4        20.72        17.63
5        -2.15        22.00
6        -2.15        26.47
7        1.82        30.40
8        2.51        32.85
9        2.86        34.31
10        3.71        35.98
11        5.34        37.58
12        5.57        38.46
13        5.93        39.50
14        6.69        40.40
15        8.43        41.73
16        8.60        42.19
17        8.15        42.33
18        8.34        43.17
19        8.29        43.52
20        0.00        43.59
