        CG/HBCS        CG/ScaleStar
1        51.58        20.14
2        50.32        4.81
3        39.75        7.03
4        19.61        16.34
5        5.48        22.24
6        -1.27        26.98
7        0.84        30.47
8        1.31        32.54
9        2.43        34.77
10        4.40        36.88
11        4.40        37.79
12        6.97        39.58
13        6.88        39.87
14        7.26        41.04
15        7.31        41.76
16        7.67        42.18
17        8.02        42.77
18        7.97        42.89
19        8.59        43.51
20        0.00        43.57
