        CG/HBCS        CG/ScaleStar
1        39.07        8.21
2        46.52        2.91
3        39.21        5.27
4        26.64        16.35
5        -1.15        20.93
6        0.41        25.65
7        1.15        29.05
8        3.07        31.77
9        3.82        33.63
10        5.41        35.87
11        6.74        36.92
12        6.33        37.94
13        6.45        38.81
14        7.72        40.08
15        8.25        40.87
16        7.64        41.28
17        7.86        41.52
18        8.65        42.27
19        8.52        42.60
20        0.00        42.65
