        CG/HBCS        CG/ScaleStar
1        45.09        9.59
2        49.82        3.07
3        36.35        9.49
4        29.34        18.13
5        -0.09        25.12
6        -1.56        28.15
7        0.83        31.74
8        2.23        34.43
9        4.23        36.34
10        5.76        38.38
11        5.61        38.89
12        5.99        40.11
13        7.00        41.50
14        6.61        41.71
15        7.88        42.85
16        7.49        43.25
17        7.99        43.91
18        8.28        44.21
19        8.22        44.55
20        0.00        44.63
