        CG/HBCS        CG/ScaleStar
1        43.14        9.75
2        44.06        3.17
3        30.78        6.78
4        26.72        16.55
5        3.45        23.50
6        -0.97        27.60
7        0.51        30.04
8        1.90        32.52
9        4.16        35.06
10        5.45        36.98
11        5.91        37.48
12        6.86        38.74
13        7.43        40.11
14        7.31        40.67
15        8.31        41.51
16        8.44        41.97
17        9.12        42.66
18        8.90        43.01
19        8.88        43.29
20        0.00        43.46
