        CG/HBCS        CG/ScaleStar
1        43.78        10.53
2        45.82        2.39
3        38.45        3.41
4        24.94        14.12
5        0.19        19.26
6        -0.61        23.83
7        0.69        27.15
8        2.57        30.08
9        3.45        32.18
10        5.29        34.35
11        5.09        35.04
12        6.42        36.30
13        6.98        37.44
14        7.29        38.22
15        7.36        39.15
16        7.01        39.61
17        7.58        40.33
18        7.62        40.71
19        7.54        41.01
20        7.17        41.19
