        CG/HBCS        CG/ScaleStar
1        46.90        13.86
2        47.47        2.43
3        40.95        4.41
4        22.87        16.46
5        -0.04        22.22
6        -0.15        26.83
7        -0.21        29.28
8        2.45        31.83
9        3.28        34.20
10        4.93        36.08
11        4.43        36.77
12        5.77        38.10
13        6.75        39.44
14        7.32        40.06
15        7.81        40.82
16        8.12        41.34
17        8.83        42.00
18        8.34        42.37
19        8.44        42.65
20        0.00        42.85
