        CG/HBCS        CG/ScaleStar
1        40.04        0.10
2        41.42        0.02
3        31.01        8.64
4        9.63        17.61
5        -0.00        23.37
6        1.91        27.41
7        3.59        30.29
8        4.82        32.50
9        5.57        34.22
10        6.42        35.60
11        6.65        36.71
12        7.17        37.65
13        7.37        38.47
14        7.69        39.17
15        8.11        39.78
16        8.32        40.31
17        8.46        40.81
18        8.52        41.25
19        8.57        41.63
20        8.64        41.96
