        CG/HBCS        CG/ScaleStar
1        9.05        2.94
2        24.48        0.00
3        14.59        0.50
4        15.31        0.82
5        -0.02        -0.02
6        4.68        -0.20
7        0.58        -0.06
8        1.35        1.53
9        2.80        0.68
10        2.97        3.07
11        1.78        6.24
12        4.56        8.89
13        8.37        12.53
14        7.82        14.71
15        10.00        16.73
16        11.39        18.01
17        13.90        20.33
18        13.97        21.71
19        15.35        22.97
20        0.00        24.29
