        CG/HBCS        CG/ScaleStar
1        11.31        11.31
2        12.49        6.35
3        34.94        0.00
4        23.31        11.04
5        27.02        16.38
6        13.31        16.38
7        0.00        0.00
8        7.41        6.41
9        11.22        10.26
10        15.12        14.20
11        12.57        11.56
12        12.48        4.54
13        16.46        12.15
14        19.04        14.87
15        13.38        16.77
16        8.57        12.15
17        13.84        17.21
18        16.15        19.43
19        16.15        19.43
20        0.00        19.43
