        CG/HBCS        CG/ScaleStar
1        16.01        0.51
2        23.10        0.13
3        14.02        0.34
4        26.65        2.62
5        20.92        -0.01
6        12.48        0.02
7        0.58        1.48
8        2.25        6.25
9        3.94        10.32
10        6.85        13.94
11        9.17        16.82
12        10.08        19.39
13        10.21        21.36
14        11.41        23.17
15        12.27        24.79
16        12.28        26.14
17        13.02        27.33
18        13.90        28.46
19        14.27        29.44
20        0.00        30.39
