        CG/HBCS        CG/ScaleStar
1        10.69        0.92
2        22.54        -0.47
3        19.72        0.59
4        6.50        1.58
5        14.58        0.02
6        15.43        0.37
7        13.63        1.00
8        0.34        1.49
9        2.09        5.64
10        4.50        9.57
11        7.13        13.18
12        9.00        15.58
13        11.22        17.97
14        12.19        20.02
15        12.43        21.71
16        13.37        23.29
17        15.05        24.78
18        14.78        26.05
19        14.07        27.16
20        0.00        28.28
