        CG/HBCS        CG/ScaleStar
1        33.34        0.10
2        39.79        0.06
3        30.53        1.44
4        6.68        11.43
5        3.20        18.02
6        1.57        22.83
7        3.52        26.35
8        4.82        28.95
9        5.68        31.05
10        7.03        32.77
11        7.42        34.13
12        8.14        35.27
13        8.40        36.24
14        8.65        37.09
15        9.30        37.84
16        9.67        38.48
17        9.93        39.05
18        10.11        39.59
19        9.93        40.06
20        0.00        40.47
