        CG/HBCS        CG/ScaleStar
1        33.00        -0.04
2        35.60        0.57
3        26.62        0.04
4        15.43        -1.30
5        7.18        7.27
6        0.80        14.01
7        2.25        17.98
8        4.97        21.86
9        6.37        24.79
10        6.79        26.81
11        7.46        28.79
12        9.07        30.32
13        9.64        31.57
14        10.52        32.85
15        10.57        33.78
16        11.16        34.69
17        11.54        35.54
18        11.72        36.18
19        11.98        36.88
20        0.00        37.45
