        CG/HBCS        CG/ScaleStar
1        20.98        1.84
2        24.03        0.10
3        27.38        0.19
4        28.88        0.12
5        10.57        0.05
6        2.62        0.15
7        1.15        5.39
8        3.30        9.90
9        6.22        14.60
10        6.21        17.01
11        7.54        20.22
12        8.15        22.02
13        10.23        24.23
14        10.67        25.74
15        11.60        26.98
16        13.19        28.50
17        13.28        29.49
18        14.42        30.68
19        14.83        31.52
20        0.00        32.36
