        CG/HBCS        CG/ScaleStar
1        17.87        1.55
2        22.00        0.04
3        13.76        0.66
4        21.65        3.64
5        27.08        0.12
6        14.54        0.27
7        0.23        1.77
8        1.48        6.40
9        3.50        10.13
10        7.24        14.35
11        8.57        16.85
12        9.50        19.63
13        10.73        21.67
14        10.84        23.20
15        11.17        25.02
16        11.47        26.27
17        12.28        27.36
18        13.84        28.65
19        13.89        29.63
20        0.00        30.54
