        CG/HBCS        CG/ScaleStar
1        14.97        -5.95
2        23.65        0.28
3        28.20        0.18
4        29.61        0.24
5        20.11        0.27
6        0.07        0.39
7        1.26        5.80
8        3.99        10.38
9        6.09        14.52
10        7.12        17.42
11        8.82        20.27
12        8.43        22.12
13        9.65        24.24
14        11.35        25.84
15        11.91        27.17
16        13.02        28.60
17        13.87        29.61
18        14.28        30.70
19        14.55        31.56
20        0.00        32.38
