        CG/HBCS        CG/ScaleStar
1        12.45        0.84
2        24.14        0.00
3        20.55        1.46
4        17.73        -0.19
5        16.80        1.77
6        14.43        -0.26
7        5.34        -0.01
8        0.55        -0.01
9        3.00        1.71
10        1.63        2.84
11        2.88        6.27
12        5.16        9.74
13        8.22        12.65
14        10.31        14.64
15        11.95        16.64
16        12.96        18.44
17        14.79        20.30
18        15.04        21.59
19        15.71        22.88
20        0.00        24.29
