        CG/HBCS        CG/ScaleStar
1        37.25        0.08
2        41.59        0.07
3        26.37        5.32
4        14.03        15.17
5        0.22        21.36
6        1.61        25.65
7        3.33        28.71
8        4.89        31.05
9        5.94        32.90
10        6.43        34.40
11        6.91        35.65
12        7.67        36.70
13        8.36        37.58
14        8.38        38.35
15        8.56        39.01
16        8.58        39.59
17        8.85        40.12
18        9.07        40.57
19        9.27        41.00
20        0.00        41.35
