        CG/HBCS        CG/ScaleStar
1        30.96        -0.01
2        33.84        0.12
3        34.31        -0.46
4        18.84        0.37
5        1.85        1.53
6        0.17        7.96
7        0.90        13.52
8        2.78        17.00
9        6.01        20.61
10        7.02        22.93
11        9.00        25.35
12        10.05        26.96
13        10.97        28.67
14        10.99        29.92
15        11.19        31.19
16        11.43        32.12
17        12.42        33.12
18        12.70        33.93
19        13.41        34.68
20        0.00        35.41
