        CG/HBCS        CG/ScaleStar
1        40.76        0.03
2        40.38        0.13
3        30.32        10.07
4        4.46        19.15
5        0.15        24.82
6        2.34        28.49
7        3.64        31.19
8        4.38        33.26
9        5.24        34.87
10        6.08        36.24
11        6.49        37.32
12        6.94        38.23
13        7.33        39.02
14        7.60        39.69
15        7.78        40.26
16        7.92        40.77
17        8.15        41.23
18        8.25        41.63
19        8.44        42.02
20        0.00        42.34
