        CG/HBCS        CG/ScaleStar
1        32.35        0.01
2        34.20        0.25
3        26.60        0.04
4        12.77        -0.89
5        10.22        7.63
6        0.47        13.93
7        2.87        18.11
8        4.94        21.90
9        6.40        24.67
10        7.03        26.72
11        7.80        28.78
12        8.97        30.34
13        9.83        31.60
14        10.59        32.79
15        11.20        33.78
16        11.36        34.65
17        11.76        35.49
18        11.56        36.14
19        11.77        36.79
20        0.00        37.38
