        CG/HBCS        CG/ScaleStar
1        32.52        0.06
2        38.92        -0.01
3        32.35        -1.25
4        8.18        9.52
5        2.32        16.75
6        1.13        21.64
7        3.79        25.28
8        5.15        28.02
9        5.91        30.06
10        6.46        31.80
11        7.22        33.28
12        8.41        34.53
13        8.90        35.58
14        9.31        36.47
15        9.33        37.22
16        9.64        37.92
17        9.89        38.54
18        10.03        39.10
19        10.44        39.61
20        0.00        40.03
