        CG/HBCS        CG/ScaleStar
1        32.60        0.08
2        35.14        0.69
3        23.85        -0.05
4        17.49        2.40
5        2.76        9.92
6        1.24        16.03
7        3.92        20.45
8        4.89        23.45
9        5.56        26.20
10        7.14        28.37
11        8.22        29.98
12        8.92        31.52
13        9.62        32.77
14        9.86        33.82
15        10.45        34.76
16        10.59        35.65
17        11.09        36.34
18        11.46        36.99
19        11.74        37.63
20        0.00        38.16
