        CG/HBCS        CG/ScaleStar
1        13.41        -7.77
2        25.11        0.03
3        26.48        0.62
4        22.69        0.09
5        17.17        0.16
6        1.19        -0.17
7        2.22        5.63
8        2.41        9.56
9        4.17        14.47
10        6.39        17.06
11        6.79        20.06
12        8.05        22.11
13        9.57        24.08
14        11.16        25.77
15        12.20        27.02
16        13.09        28.39
17        12.12        29.43
18        12.90        30.54
19        13.83        31.45
20        0.00        32.30
