        CG/HBCS        CG/ScaleStar
1        31.91        0.00
2        34.25        0.17
3        28.01        -0.04
4        12.14        -0.89
5        8.51        4.63
6        -0.25        10.59
7        1.81        16.15
8        4.73        19.97
9        6.32        22.64
10        7.89        25.24
11        8.18        27.06
12        9.03        28.90
13        9.16        30.30
14        10.22        31.57
15        11.14        32.70
16        11.53        33.51
17        12.31        34.42
18        12.60        35.18
19        12.45        35.88
20        0.00        36.50
