        CG/HBCS        CG/ScaleStar
1        33.92        0.04
2        39.84        0.03
3        30.28        1.59
4        5.13        11.75
5        1.81        18.28
6        1.91        23.05
7        3.68        26.52
8        4.69        29.14
9        5.67        31.21
10        7.03        32.90
11        7.59        34.25
12        8.07        35.34
13        8.34        36.30
14        8.68        37.19
15        9.18        37.94
16        9.63        38.58
17        9.77        39.15
18        9.88        39.68
19        9.96        40.17
20        0.00        40.56
