        CG/HBCS        CG/ScaleStar
1        12.79        6.92
2        27.37        19.57
3        22.51        4.49
4        30.93        0.00
5        32.26        16.73
6        17.15        17.15
7        9.15        0.00
8        2.94        0.00
9        3.10        2.77
10        8.49        10.67
11        11.26        10.16
12        1.21        3.06
13        4.37        6.17
14        6.13        10.63
15        9.07        13.43
16        5.68        13.05
17        7.73        14.94
18        10.71        17.68
19        12.61        19.43
20        0.00        19.43
