        CG/HBCS        CG/ScaleStar
1        15.05        0.99
2        24.66        -0.16
3        12.27        0.09
4        17.79        0.41
5        15.68        0.15
6        16.47        0.15
7        6.49        0.12
8        0.90        1.10
9        1.82        5.42
10        4.29        8.76
11        6.37        12.89
12        8.52        15.40
13        9.49        17.41
14        11.76        19.75
15        13.64        21.51
16        13.86        22.93
17        14.73        24.53
18        14.83        25.79
19        15.53        26.94
20        0.00        28.08
