        CG/HBCS        CG/ScaleStar
1        32.23        -0.16
2        35.02        0.24
3        29.21        -0.09
4        12.40        -0.01
5        6.89        4.65
6        0.18        10.72
7        1.95        16.00
8        4.60        19.68
9        6.03        22.61
10        8.02        25.24
11        8.71        26.99
12        8.92        28.86
13        9.45        30.23
14        10.32        31.51
15        11.28        32.60
16        11.62        33.52
17        12.00        34.40
18        12.32        35.16
19        12.71        35.85
20        0.00        36.47
