        CG/HBCS        CG/ScaleStar
1        32.57        0.09
2        35.77        0.41
3        22.71        0.03
4        20.02        2.42
5        6.07        9.90
6        1.46        16.09
7        3.48        20.54
8        4.60        23.54
9        5.66        26.19
10        7.21        28.47
11        8.07        30.07
12        8.85        31.54
13        9.70        32.84
14        9.93        33.89
15        10.29        34.81
16        10.64        35.68
17        11.15        36.38
18        11.50        37.04
19        11.59        37.66
20        0.00        38.22
