        CG/HBCS        CG/ScaleStar
1        32.74        0.04
2        38.79        -0.06
3        29.78        -1.23
4        11.51        9.21
5        0.31        16.51
6        1.15        21.56
7        3.64        25.19
8        5.39        27.95
9        6.06        29.99
10        6.75        31.69
11        7.60        33.22
12        8.39        34.47
13        8.71        35.52
14        8.96        36.42
15        9.13        37.17
16        9.48        37.88
17        10.05        38.48
18        10.33        39.04
19        10.51        39.56
20        0.00        39.99
