        CG/HBCS        CG/ScaleStar
1        38.64        0.17
2        40.68        0.10
3        27.54        6.98
4        14.35        16.51
5        0.18        22.40
6        1.52        26.46
7        3.61        29.43
8        4.66        31.75
9        5.37        33.51
10        6.23        34.95
11        6.81        36.17
12        7.56        37.14
13        7.75        37.99
14        8.01        38.70
15        8.30        39.36
16        8.41        39.92
17        8.61        40.45
18        8.69        40.89
19        9.01        41.31
20        0.00        41.65
