        CG/HBCS        CG/ScaleStar
1        33.63        0.04
2        39.62        0.04
3        31.92        1.50
4        7.55        11.80
5        3.84        18.11
6        1.84        22.93
7        3.83        26.40
8        4.72        29.08
9        5.83        31.15
10        6.56        32.79
11        7.48        34.18
12        7.82        35.31
13        8.58        36.30
14        8.85        37.11
15        9.14        37.85
16        9.51        38.51
17        9.60        39.09
18        9.85        39.61
19        10.10        40.10
20        0.00        40.51
