        CG/HBCS        CG/ScaleStar
1        33.32        0.13
2        37.43        -0.59
3        31.30        -0.62
4        18.57        7.31
5        0.33        14.96
6        0.94        20.17
7        2.50        23.63
8        4.71        26.60
9        6.21        28.98
10        7.30        30.89
11        7.74        32.37
12        8.23        33.56
13        8.85        34.74
14        9.52        35.77
15        9.99        36.60
16        10.06        37.27
17        10.40        37.93
18        10.47        38.50
19        10.74        39.05
20        0.00        39.51
