        CG/HBCS        CG/ScaleStar
1        40.93        0.11
2        40.40        0.11
3        28.62        9.84
4        3.45        19.02
5        0.23        24.72
6        2.34        28.41
7        3.52        31.12
8        4.48        33.18
9        5.44        34.79
10        6.11        36.11
11        6.39        37.18
12        6.85        38.08
13        7.47        38.94
14        7.79        39.60
15        7.97        40.19
16        8.05        40.70
17        8.04        41.16
18        8.17        41.56
19        8.26        41.94
20        0.00        42.27
