        CG/HBCS        CG/ScaleStar
1        32.23        0.02
2        34.46        0.13
3        26.73        -0.02
4        11.47        -0.76
5        12.47        7.57
6        0.39        14.15
7        2.96        18.16
8        5.50        21.90
9        6.84        24.83
10        7.05        26.86
11        7.98        28.82
12        8.76        30.32
13        9.85        31.70
14        10.59        32.87
15        11.19        33.84
16        11.55        34.76
17        11.47        35.56
18        11.66        36.21
19        12.17        36.90
20        0.00        37.49
