        CG/HBCS        CG/ScaleStar
1        18.88        -3.76
2        31.04        0.13
3        31.21        -1.61
4        25.28        0.11
5        1.58        -1.15
6        0.54        4.23
7        1.56        9.44
8        3.79        14.34
9        4.29        17.46
10        6.54        20.55
11        7.90        22.72
12        9.98        24.94
13        11.00        26.57
14        11.94        28.16
15        11.92        29.31
16        12.34        30.52
17        13.06        31.52
18        13.17        32.43
19        13.39        33.25
20        0.00        34.06
