        CG/HBCS        CG/ScaleStar
1        33.19        0.10
2        38.92        -0.08
3        31.65        -0.86
4        7.94        9.64
5        0.24        16.87
6        1.18        21.76
7        3.51        25.37
8        5.06        28.09
9        5.80        30.14
10        6.62        31.85
11        7.56        33.34
12        8.40        34.59
13        8.66        35.65
14        9.03        36.55
15        9.41        37.30
16        9.58        37.98
17        10.10        38.58
18        10.18        39.15
19        10.24        39.65
20        0.00        40.08
