        CG/HBCS        CG/ScaleStar
1        12.92        1.05
2        24.80        0.11
3        14.23        0.17
4        12.93        0.26
5        12.33        0.22
6        15.53        0.21
7        3.76        -0.75
8        6.29        1.24
9        1.76        5.17
10        5.04        8.72
11        7.33        12.54
12        8.76        15.01
13        10.71        17.19
14        12.73        19.31
15        14.40        21.23
16        13.63        22.71
17        14.26        24.15
18        15.74        25.46
19        14.38        26.66
20        0.00        27.75
