        CG/HBCS        CG/ScaleStar
1        13.99        -10.83
2        30.34        0.26
3        32.70        0.18
4        23.50        0.05
5        7.42        -2.08
6        0.54        4.11
7        1.90        9.04
8        3.90        14.21
9        4.26        17.23
10        6.52        20.54
11        7.94        22.76
12        10.09        24.91
13        10.87        26.46
14        11.42        27.99
15        12.35        29.25
16        13.12        30.51
17        12.85        31.44
18        13.42        32.44
19        13.08        33.21
20        0.00        33.96
